,MilliQ,B20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
751,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
752,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
753,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
754,0,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
755,0,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
756,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
757,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
758,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
759,0,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
760,0.001,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.006,0.005,1.1515,0.14106544,,0.002,0.001,0.2303,-1.468372472,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,1.1515,0.14106544,,0.039,0.038,8.7514,2.169213688,
761,0,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
762,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
763,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
764,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
765,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
766,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
767,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
768,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
769,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
770,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
771,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
772,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
773,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
774,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
775,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
776,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
777,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
778,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
779,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
780,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
781,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
782,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
783,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
784,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
785,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
786,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
787,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.038,0.038,8.7514,2.169213688,
788,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
789,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
790,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
791,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
792,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
793,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
794,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
795,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
796,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
797,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
798,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
799,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
800,0,0.003,0.003,0.6909,-0.369760183,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.037,0.037,8.5211,2.14254544,
