,Blank,F29Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dup,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F29Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
729,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.009,0.009,4.1454,1.421999286,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
730,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
731,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
732,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.009,0.009,4.1454,1.421999286,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
733,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.009,0.009,4.1454,1.421999286,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
734,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.009,0.009,4.1454,1.421999286,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
735,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.009,0.009,4.1454,1.421999286,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.007,0.007,3.2242,1.170684857,
736,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.009,0.009,4.1454,1.421999286,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
737,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
738,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
739,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
740,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
741,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
742,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
743,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.042,0.042,9.6726,2.269297146,,0.006,0.006,2.7636,1.016534178,
744,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
745,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
746,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
747,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
748,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
749,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
750,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
751,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
752,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
753,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
754,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
755,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
756,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
757,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
758,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
759,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
760,0.001,0.011,0.01,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.042,0.041,9.4423,2.245199595,,0.009,0.008,3.6848,1.30421625,,0,-0.001,-0.2303,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,,-0.003,-0.004,-0.9212,#NUM!,,-0.003,-0.004,-1.8424,#NUM!,,0.042,0.041,9.4423,2.245199595,,0.007,0.006,2.7636,1.016534178,
761,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.041,0.041,9.4423,2.245199595,,0.006,0.006,2.7636,1.016534178,
762,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
763,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
764,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
765,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.041,0.041,9.4423,2.245199595,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
766,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
767,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.002,-0.002,-0.4606,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
768,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
769,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
770,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
771,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
772,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
773,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.002,-0.002,-0.4606,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
774,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
775,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
776,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
777,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
778,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.001,-0.001,-0.2303,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.003,-0.003,-0.6909,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
779,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.002,-0.002,-0.4606,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.04,0.04,9.212,2.220506982,,0.006,0.006,2.7636,1.016534178,
780,0,0.01,0.01,2.303,0.834212621,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.04,0.04,9.212,2.220506982,,0.008,0.008,3.6848,1.30421625,,-0.002,-0.002,-0.4606,#NUM!,,-0.003,-0.003,-1.3818,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.004,-0.004,-1.8424,#NUM!,,0.039,0.039,8.9817,2.195189174,,0.006,0.006,2.7636,1.016534178,
