,Blank,F3Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
757,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
758,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
759,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
760,0.002,0.008,0.006,1.3818,0.323386997,,0.015,0.013,2.9939,1.096576885,,0.008,0.006,2.7636,1.016534178,,0.006,0.004,0.9212,-0.082078111,,0.004,0.002,0.9212,-0.082078111,,0.004,0.002,0.4606,-0.775225292,,0.005,0.003,0.6909,-0.369760183,,0.004,0.002,0.9212,-0.082078111,
761,0.001,0.007,0.006,1.3818,0.323386997,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
762,0,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
763,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
764,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
765,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
766,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
767,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
768,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
769,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
770,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
771,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
772,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
773,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
774,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
775,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
776,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
777,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
778,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
779,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
780,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
781,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
782,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
783,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
784,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
785,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
786,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
787,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
788,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
789,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
790,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
791,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
792,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
793,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
794,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
795,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
796,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
797,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
798,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
799,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
800,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
801,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
802,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
803,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
804,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
805,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,
806,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
807,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
808,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
809,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
810,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
811,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
812,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
813,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
814,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
815,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
816,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
817,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
818,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
819,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
820,0,0.006,0.006,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
821,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
822,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
823,0.001,0.006,0.005,1.1515,0.14106544,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
824,0,0.006,0.006,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
825,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
826,0,0.006,0.006,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,2.7636,1.016534178,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
827,0.001,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
828,0.001,0.006,0.005,1.1515,0.14106544,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
829,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
830,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
831,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
832,0,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,
833,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
834,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
835,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
836,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
837,0.001,0.005,0.004,0.9212,-0.082078111,,0.013,0.012,2.7636,1.016534178,,0.006,0.005,2.303,0.834212621,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,
